CustomerID,Sex,MaritalStatus,Age,DriverRating
3145,Male,Married,43,1
3146,Male,Married,61,4
3147,Female,Married,52,2
3148,Male,Married,28,1
3149,Male,Married,45,3
3150,Male,Married,28,4
3151,Male,Married,53,1
3152,Female,Single,32,1
3153,Male,Married,51,3
3154,Male,Married,38,2
3155,Male,Married,55,2
3156,Male,Single,32,1
3157,Male,Single,0,3
3158,Male,Married,38,2
3159,Male,Married,33,1
3160,Male,Married,32,1
3161,Male,Single,34,2
3162,Female,Married,41,3
3163,Male,Married,43,4
3164,Male,Single,34,3
3165,Male,Married,36,4
3166,Male,Single,20,3
3167,Male,Married,26,2
3168,Male,Married,58,3
3169,Male,Married,40,4
3170,Male,Married,47,2
3171,Female,Single,27,1
3172,Male,Married,57,4
3173,Male,Single,0,1
3174,Male,Single,30,1
3175,Male,Married,50,2
3176,Male,Married,34,2
3177,Male,Married,79,1
3178,Male,Married,36,2
3179,Male,Married,31,1
3180,Male,Married,52,4
3181,Male,Married,39,4
3182,Male,Single,27,1
3183,Male,Married,34,1
3184,Male,Single,20,2
3185,Male,Single,34,4
3186,Male,Married,51,1
3187,Male,Married,40,2
3188,Male,Married,38,4
3189,Male,Single,28,2
3190,Male,Married,27,2
3191,Male,Married,54,3
3192,Male,Single,45,4
3193,Male,Married,63,3
3194,Male,Married,50,1
3195,Female,Single,28,2
3196,Male,Married,33,1
3197,Male,Married,39,2
3198,Male,Married,52,1
3199,Male,Married,72,4
3200,Male,Married,23,3
3201,Male,Single,25,1
3202,Male,Married,57,3
3203,Male,Married,44,4
3204,Male,Married,46,1
3205,Male,Married,30,3
3206,Female,Single,22,2
3207,Male,Married,49,3
3208,Female,Single,30,4
3209,Male,Married,28,3
3210,Male,Married,49,2
3211,Male,Married,26,4
3212,Male,Married,52,2
3213,Male,Married,42,4
3214,Male,Single,0,1
3215,Male,Married,42,2
3216,Male,Married,52,3
3217,Female,Married,45,1
3218,Male,Married,47,4
3219,Male,Married,54,1
3220,Male,Married,35,3
3221,Male,Married,71,1
3222,Female,Single,23,4
3223,Male,Married,46,2
3224,Male,Married,34,4
3225,Male,Married,38,1
3226,Female,Married,33,1
3227,Male,Married,45,4
3228,Male,Married,44,4
3229,Male,Married,43,2
3230,Female,Single,30,3
3231,Male,Married,39,1
3232,Male,Married,41,3
3233,Male,Married,58,2
3234,Female,Single,31,1
3235,Male,Married,67,4
3236,Male,Single,21,3
3237,Male,Married,33,3
3238,Male,Married,44,3
3239,Male,Single,30,2
3240,Male,Single,34,2
3241,Male,Married,28,3
3242,Female,Married,44,1
3243,Male,Married,43,4
3244,Male,Married,65,2
3245,Female,Married,44,2
3246,Male,Single,38,3
3247,Male,Married,38,4
3248,Male,Single,34,3
3249,Male,Married,61,1
3250,Female,Single,28,1
3251,Male,Single,0,4
3252,Male,Married,27,2
3253,Male,Married,29,1
3254,Male,Married,32,1
3255,Male,Married,27,1
3256,Female,Married,21,4
3257,Male,Married,46,4
3258,Male,Married,51,4
3259,Male,Single,0,2
3260,Male,Single,37,3
3261,Male,Married,31,4
3262,Male,Married,44,2
3263,Male,Single,34,1
3264,Male,Married,36,2
3265,Male,Married,40,1
3266,Male,Married,32,4
3267,Female,Divorced,41,3
3268,Male,Single,36,3
3269,Male,Single,34,1
3270,Male,Married,51,3
3271,Male,Single,41,2
3272,Male,Married,45,3
3273,Male,Married,35,3
3274,Male,Married,46,1
3275,Female,Married,46,3
3276,Male,Married,31,4
3277,Female,Married,26,4
3278,Male,Married,52,3
3279,Male,Married,54,1
3280,Female,Married,54,1
3281,Male,Married,39,3
3282,Male,Single,27,1
3283,Female,Single,31,1
3284,Male,Single,28,2
3285,Male,Single,42,4
3286,Male,Married,52,3
3287,Male,Married,50,4
3288,Male,Married,42,2
3289,Male,Married,39,4
3290,Male,Married,41,4
3291,Male,Married,51,1
3292,Male,Married,41,1
3293,Male,Married,39,4
3294,Male,Married,26,4
3295,Male,Married,31,1
3296,Male,Married,46,3
3297,Male,Married,57,1
3298,Male,Married,46,1
3299,Female,Married,33,1
3300,Male,Married,63,1
3301,Male,Married,47,4
3302,Male,Married,45,4
3303,Female,Married,35,1
3304,Male,Married,55,3
3305,Male,Married,33,1
3306,Male,Married,47,3
3307,Female,Single,23,1
3308,Male,Single,50,2
3309,Male,Married,26,3
3310,Male,Married,41,2
3311,Male,Married,80,3
3312,Male,Married,55,4
3313,Female,Single,22,2
3314,Male,Married,57,2
3315,Female,Single,21,2
3316,Female,Married,46,4
3317,Male,Married,42,4
3318,Male,Single,24,2
3319,Male,Single,48,3
3320,Male,Single,35,1
3321,Male,Married,35,3
3322,Male,Married,44,2
3323,Male,Single,28,2
3324,Male,Married,27,4
3325,Male,Single,27,1
3326,Male,Married,64,3
3327,Male,Married,61,3
3328,Male,Married,62,1
3329,Male,Married,42,3
3330,Male,Single,26,2
3331,Male,Married,35,1
3332,Female,Single,33,4
3333,Male,Married,31,4
3334,Male,Married,49,2
3335,Male,Single,20,2
3336,Male,Single,29,4
3337,Male,Married,60,2
3338,Male,Married,76,1
3339,Male,Married,57,4
3340,Male,Single,34,3
3341,Female,Married,34,2
3342,Male,Married,31,3
3343,Male,Married,45,3
3344,Male,Single,30,3
3345,Male,Single,44,4
3346,Male,Married,55,2
3347,Male,Single,55,4
3348,Male,Married,26,4
3349,Male,Single,0,2
3350,Male,Married,31,4
3351,Female,Single,31,4
3352,Male,Married,53,2
3353,Female,Single,37,2
3354,Male,Married,64,3
3355,Female,Single,27,4
3356,Male,Married,68,1
3357,Male,Married,46,4
3358,Female,Single,29,2
3359,Male,Single,34,3
3360,Male,Married,38,4
3361,Female,Single,34,4
3362,Male,Single,27,4
3363,Male,Married,26,3
3364,Male,Married,59,1
3365,Male,Married,38,1
3366,Male,Married,38,1
3367,Male,Married,34,1
3368,Male,Married,41,3
3369,Female,Married,32,4
3370,Male,Married,35,2
3371,Male,Married,34,3
3372,Female,Married,50,3
3373,Male,Married,26,3
3374,Male,Single,32,4
3375,Female,Single,33,1
3376,Male,Married,28,1
3377,Male,Married,41,3
3378,Male,Single,32,1
3379,Male,Single,21,2
3380,Male,Married,39,3
3381,Female,Single,39,1
3382,Male,Married,26,4
3383,Male,Single,31,4
3384,Male,Married,60,4
3385,Male,Single,29,3
3386,Male,Single,22,4
3387,Male,Married,53,2
3388,Male,Married,44,4
3389,Male,Married,24,3
3390,Male,Single,24,3
3391,Male,Married,44,2
3392,Male,Married,33,3
3393,Male,Married,41,3
3394,Male,Married,35,3
3395,Female,Single,27,2
3396,Male,Single,55,2
3397,Male,Married,34,4
3398,Male,Married,61,1
3399,Female,Single,62,1
3400,Male,Married,40,4
3401,Female,Married,36,4
3402,Male,Married,65,1
3403,Male,Married,47,2
3404,Male,Married,27,4
3405,Female,Single,25,4
3406,Male,Married,36,3
3407,Male,Single,39,1
3408,Male,Married,51,1
3409,Male,Married,36,3
3410,Male,Single,35,2
3411,Male,Married,40,4
3412,Male,Married,31,2
3413,Male,Married,40,2
3414,Male,Married,27,1
3415,Male,Married,29,2
3416,Male,Married,37,4
3417,Male,Married,29,1
3418,Male,Married,33,4
3419,Male,Single,34,4
3420,Male,Married,28,3
3421,Male,Married,53,2
3422,Male,Single,33,2
3423,Male,Divorced,30,1
3424,Female,Married,62,1
3425,Male,Married,45,3
3426,Female,Married,69,1
3427,Male,Single,27,1
3428,Female,Single,28,3
3429,Male,Married,61,1
3430,Male,Single,39,4
3431,Male,Married,49,4
3432,Female,Married,63,3
3433,Male,Married,45,2
3434,Male,Married,38,3
3435,Male,Married,60,2
3436,Male,Single,55,3
3437,Male,Single,44,3
3438,Male,Married,53,1
3439,Male,Married,41,2
3440,Female,Single,22,1
3441,Female,Single,24,1
3442,Male,Married,28,2
3443,Male,Single,39,4
3444,Male,Single,26,3
3445,Male,Single,32,3
3446,Male,Single,21,4
3447,Male,Single,35,1
3448,Male,Single,43,2
3449,Male,Single,24,1
3450,Male,Single,18,2
3451,Male,Married,37,3
3452,Male,Married,59,1
3453,Male,Married,31,2
3454,Male,Married,42,4
3455,Male,Married,36,4
3456,Male,Single,32,3
3457,Male,Single,29,1
3458,Male,Married,49,2
3459,Male,Married,41,3
3460,Male,Married,46,4
3461,Male,Single,21,1
3462,Male,Married,51,3
3463,Male,Married,28,4
3464,Male,Single,36,4
3465,Male,Married,58,3
3466,Male,Single,31,2
3467,Male,Married,71,3
3468,Female,Married,37,4
3469,Female,Married,35,3
3470,Male,Single,37,1
3471,Female,Single,40,3
3472,Male,Married,80,3
3473,Male,Married,37,3
3474,Male,Single,18,2
3475,Male,Single,27,2
3476,Male,Married,39,2
3477,Male,Married,52,2
3478,Male,Single,28,4
3479,Male,Single,28,3
3480,Male,Single,54,3
3481,Female,Single,27,4
3482,Male,Married,49,1
3483,Male,Married,34,2
3484,Male,Married,32,3
3485,Male,Married,30,3
3486,Male,Married,38,3
3487,Male,Married,52,3
3488,Male,Married,64,1
3489,Male,Single,20,2
3490,Male,Married,26,1
3491,Male,Single,27,3
3492,Male,Married,37,4
3493,Male,Married,48,3
3494,Male,Married,57,4
3495,Male,Married,34,1
3496,Male,Married,49,3
3497,Male,Married,28,2
3498,Male,Married,26,4
3499,Male,Married,50,3
3500,Male,Married,60,2
3501,Male,Married,31,1
3502,Male,Married,35,4
3503,Male,Married,54,1
3504,Female,Married,54,1
3505,Male,Married,60,4
3506,Female,Single,38,4
3507,Female,Married,28,4
3508,Male,Married,26,3
3509,Female,Single,25,3
3510,Male,Married,50,3
3511,Male,Single,29,3
3512,Male,Married,34,1
3513,Male,Married,60,3
3514,Male,Married,51,2
3515,Male,Married,42,3
3516,Male,Married,28,3
3517,Male,Single,33,1
3518,Male,Married,73,3
3519,Male,Single,28,3
3520,Male,Married,33,4
3521,Male,Married,42,2
3522,Male,Married,47,2
3523,Male,Married,39,4
3524,Male,Married,52,1
3525,Male,Married,48,2
3526,Male,Married,41,4
3527,Male,Married,39,3
3528,Male,Single,32,3
3529,Female,Single,41,1
3530,Female,Married,60,2
3531,Male,Married,28,3
3532,Male,Single,45,3
3533,Male,Married,32,4
3534,Male,Married,58,3
3535,Male,Married,58,1
3536,Male,Single,24,2
3537,Male,Married,29,1
3538,Male,Married,53,1
3539,Female,Single,18,2
3540,Male,Married,61,2
3541,Male,Married,26,1
3542,Male,Married,34,4
3543,Male,Married,37,1
3544,Male,Single,0,3
3545,Male,Single,0,2
3546,Male,Married,33,4
3547,Male,Single,40,3
3548,Male,Married,40,1
3549,Female,Married,65,1
3550,Male,Married,37,1
3551,Female,Widow,43,1
3552,Male,Married,35,1
3553,Male,Single,30,3
3554,Male,Married,31,1
3555,Male,Married,50,2
3556,Male,Married,48,1
3557,Female,Single,41,2
3558,Male,Married,61,3
3559,Female,Married,26,4
3560,Male,Married,35,2
3561,Male,Married,44,3
3562,Male,Single,27,3
3563,Male,Married,66,3
3564,Male,Married,68,2
3565,Male,Single,28,2
3566,Female,Married,43,1
3567,Male,Married,36,1
3568,Male,Married,47,2
3569,Male,Married,28,4
3570,Male,Married,72,2
3571,Male,Single,26,2
3572,Male,Married,32,2
3573,Male,Single,31,1
3574,Male,Married,30,2
3575,Male,Single,55,2
3576,Female,Married,43,2
3577,Male,Married,42,4
3578,Female,Married,44,1
3579,Female,Single,44,1
3580,Male,Married,38,1
3581,Male,Married,65,1
3582,Male,Married,45,2
3583,Male,Single,34,3
3584,Male,Married,49,4
3585,Male,Married,76,1
3586,Male,Married,60,1
3587,Male,Married,44,1
3588,Male,Single,0,3
3589,Male,Single,27,4
3590,Male,Married,33,1
3591,Male,Married,48,2
3592,Male,Married,52,4
3593,Female,Married,28,4
3594,Male,Married,45,4
3595,Male,Single,48,2
3596,Male,Single,35,2
3597,Male,Married,29,2
3598,Male,Married,40,3
3599,Male,Married,39,3
3600,Male,Married,52,2
3601,Male,Single,27,2
3602,Male,Single,59,4
3603,Male,Married,53,1
3604,Female,Married,40,1
3605,Male,Married,59,2
3606,Male,Married,48,4
3607,Male,Married,40,3
3608,Male,Married,65,2
3609,Male,Married,41,3
3610,Male,Single,0,3
3611,Male,Single,32,4
3612,Male,Single,33,2
3613,Male,Single,28,1
3614,Male,Married,50,1
3615,Male,Single,33,4
3616,Male,Married,59,2
3617,Male,Married,34,2
3618,Female,Married,48,1
3619,Male,Single,45,2
3620,Male,Married,42,1
3621,Male,Married,35,4
3622,Male,Single,29,3
3623,Male,Married,50,1
3624,Male,Married,41,2
3625,Male,Married,36,1
3626,Male,Married,45,3
3627,Male,Married,50,2
3628,Female,Married,31,4
3629,Male,Married,44,3
3630,Male,Married,35,3
3631,Male,Married,60,3
3632,Female,Married,42,3
3633,Female,Married,38,2
3634,Male,Married,32,1
3635,Female,Married,30,2
3636,Male,Single,34,2
3637,Male,Married,46,3
3638,Male,Single,31,1
3639,Male,Married,29,3
3640,Male,Married,38,2
3641,Female,Single,35,3
3642,Male,Married,33,3
3643,Male,Single,16,2
3644,Male,Married,50,2
3645,Male,Married,50,3
3646,Male,Single,30,3
3647,Male,Single,0,1
3648,Male,Married,37,2
3649,Male,Single,22,1
3650,Male,Single,31,1
3651,Male,Single,26,4
3652,Female,Single,35,3
3653,Female,Single,28,2
3654,Male,Married,34,1
3655,Male,Single,30,1
3656,Male,Married,43,2
3657,Male,Married,36,1
3658,Male,Married,44,2
3659,Female,Married,39,2
3660,Male,Married,38,3
3661,Female,Single,34,4
3662,Male,Married,38,4
3663,Male,Married,51,1
3664,Male,Single,49,4
3665,Male,Single,42,2
3666,Female,Married,50,4
3667,Male,Married,45,4
3668,Male,Married,71,2
3669,Male,Single,0,1
3670,Male,Married,54,1
3671,Male,Single,34,2
3672,Male,Married,48,3
3673,Male,Married,55,1
3674,Male,Married,30,3
3675,Male,Married,51,1
3676,Male,Married,27,4
3677,Male,Married,41,3
3678,Male,Married,47,3
3679,Female,Single,38,3
3680,Male,Married,51,3
3681,Male,Single,29,3
3682,Female,Single,31,3
3683,Male,Married,28,3
3684,Male,Married,50,1
3685,Male,Single,28,2
3686,Male,Married,36,2
3687,Male,Married,39,3
3688,Male,Married,55,2
3689,Female,Married,36,3
3690,Male,Married,26,3
3691,Male,Single,30,4
3692,Male,Single,35,4
3693,Male,Single,34,4
3694,Male,Single,25,2
3695,Male,Single,27,1
3696,Female,Married,32,2
3697,Male,Married,48,4
3698,Male,Single,29,4
3699,Male,Married,28,1
3700,Male,Single,35,3
3701,Male,Married,43,2
3702,Male,Married,47,2
3703,Male,Married,38,2
3704,Female,Single,26,1
3705,Male,Single,35,4
3706,Male,Married,39,1
3707,Female,Single,34,3
3708,Male,Married,51,4
3709,Male,Single,43,3
3710,Male,Married,27,1
3711,Male,Single,30,3
3712,Male,Married,26,3
3713,Male,Married,38,3
3714,Male,Single,38,1
3715,Male,Married,32,2
3716,Male,Married,43,1
3717,Female,Married,54,3
3718,Male,Married,46,1
3719,Male,Married,35,2
3720,Male,Married,46,2
3721,Male,Single,28,1
3722,Male,Married,42,2
3723,Male,Single,26,1
3724,Male,Single,40,3
3725,Male,Single,30,3
3726,Male,Single,66,4
3727,Female,Single,39,4
3728,Male,Single,35,2
3729,Male,Married,42,4
3730,Male,Single,27,4
3731,Male,Married,59,1
3732,Male,Married,26,3
3733,Male,Married,55,2
3734,Male,Married,31,2
3735,Male,Married,38,3
3736,Male,Married,29,4
3737,Female,Married,63,4
3738,Male,Married,33,4
3739,Male,Single,26,2
3740,Male,Married,80,1
3741,Male,Married,40,1
3742,Male,Married,51,1
3743,Male,Married,49,2
3744,Female,Single,36,2
3745,Male,Single,24,2
3746,Female,Single,25,2
3747,Male,Single,50,4
3748,Male,Married,26,4
3749,Male,Married,48,1
3750,Male,Married,53,1
3751,Male,Single,40,2
3752,Male,Single,31,4
3753,Male,Single,32,4
3754,Male,Married,41,1
3755,Male,Single,36,4
3756,Male,Married,55,2
3757,Male,Married,65,3
3758,Male,Single,34,1
3759,Female,Single,18,3
3760,Male,Married,63,2
3761,Male,Married,44,2
3762,Male,Married,64,2
3763,Male,Single,35,3
3764,Male,Married,32,1
3765,Female,Married,33,3
3766,Male,Married,40,3
3767,Male,Married,51,2
3768,Male,Married,47,3
3769,Male,Married,52,3
3770,Male,Single,45,1
3771,Female,Married,28,4
3772,Male,Single,35,1
3773,Male,Married,42,1
3774,Male,Married,42,4
3775,Female,Married,27,2
3776,Male,Single,33,1
3777,Female,Married,30,1
3778,Male,Married,55,4
3779,Male,Married,50,1
3780,Male,Single,32,4
3781,Male,Single,21,1
3782,Male,Single,33,1
3783,Male,Married,61,2
3784,Male,Single,31,3
3785,Male,Married,29,3
3786,Male,Married,67,2
3787,Male,Single,35,2
3788,Male,Married,56,2
3789,Male,Married,50,3
3790,Male,Single,27,4
3791,Male,Single,32,3
3792,Male,Married,39,1
3793,Male,Single,31,2
3794,Female,Married,29,3
3795,Female,Married,49,2
3796,Male,Married,45,4
3797,Male,Single,34,4
3798,Male,Married,58,2
3799,Female,Married,37,2
3800,Male,Married,58,3
3801,Male,Single,26,1
3802,Male,Married,53,4
3803,Male,Married,37,3
3804,Male,Single,29,4
3805,Male,Married,47,3
3806,Female,Single,29,1
3807,Male,Married,36,3
3808,Male,Married,45,3
3809,Male,Single,28,3
3810,Male,Married,53,2
3811,Female,Single,23,3
3812,Male,Married,45,1
3813,Male,Married,45,3
3814,Male,Married,47,3
3815,Male,Single,32,4
3816,Male,Widow,69,4
3817,Male,Married,47,2
3818,Male,Married,34,4
3819,Male,Married,33,4
3820,Male,Single,34,1
3821,Male,Single,27,4
3822,Male,Married,72,3
3823,Male,Married,31,2
3824,Male,Single,26,4
3825,Female,Married,39,1
3826,Male,Married,42,3
3827,Male,Divorced,39,3
3828,Female,Married,31,3
3829,Male,Married,80,1
3830,Female,Married,43,2
3831,Female,Single,27,4
3832,Male,Married,45,3
3833,Male,Married,43,1
3834,Male,Single,66,1
3835,Male,Married,58,4
3836,Male,Single,62,3
3837,Male,Married,39,4
3838,Male,Married,52,4
3839,Male,Married,27,2
3840,Female,Married,35,4
3841,Male,Married,37,3
3842,Male,Married,44,3
3843,Male,Single,33,1
3844,Male,Married,75,4
3845,Male,Married,50,4
3846,Male,Married,55,4
3847,Male,Single,40,2
3848,Male,Single,30,1
3849,Male,Married,76,2
3850,Female,Married,36,3
3851,Male,Single,33,3
3852,Male,Single,21,2
3853,Male,Married,52,1
3854,Female,Single,41,1
3855,Male,Married,37,2
3856,Male,Married,35,1
3857,Male,Single,0,1
3858,Male,Married,51,3
3859,Male,Single,25,2
3860,Female,Married,44,1
3861,Female,Married,53,1
3862,Male,Married,60,2
3863,Male,Married,29,4
3864,Female,Married,63,2
3865,Male,Married,41,2
3866,Male,Married,64,4
3867,Male,Married,59,1
3868,Male,Married,47,4
3869,Male,Married,35,4
3870,Male,Single,21,1
3871,Male,Married,53,4
3872,Male,Married,38,2
3873,Male,Married,49,3
3874,Male,Married,44,4
3875,Male,Married,52,4
3876,Male,Married,68,4
3877,Male,Single,23,2
3878,Male,Married,48,2
3879,Male,Single,37,3
3880,Male,Married,30,2
3881,Male,Single,48,2
3882,Male,Married,45,1
3883,Male,Married,45,4
3884,Male,Married,59,3
3885,Male,Married,65,2
3886,Male,Single,34,4
3887,Female,Single,31,1
3888,Male,Married,29,2
3889,Male,Married,44,3
3890,Male,Married,44,3
3891,Male,Single,27,3
3892,Male,Married,39,4
3893,Male,Married,54,4
3894,Male,Single,35,2
3895,Female,Divorced,43,4
3896,Male,Married,44,3
3897,Male,Single,26,1
3898,Male,Married,45,1
3899,Male,Single,0,4
3900,Male,Married,51,4
3901,Male,Single,45,1
3902,Male,Married,34,2
3903,Male,Married,21,3
3904,Male,Married,42,1
3905,Male,Single,34,4
3906,Female,Single,31,4
3907,Female,Single,30,1
3908,Female,Single,28,4
3909,Male,Married,39,4
3910,Male,Single,33,3
3911,Male,Married,34,2
3912,Male,Married,74,3
3913,Male,Married,41,1
3914,Male,Married,57,2
3915,Male,Married,55,1
3916,Male,Single,64,3
3917,Male,Married,40,2
3918,Male,Married,41,4
3919,Male,Married,57,2
3920,Male,Single,31,2
3921,Male,Single,35,2
3922,Male,Single,31,3
3923,Male,Married,45,4
3924,Male,Married,27,2
3925,Male,Married,51,3
3926,Male,Married,48,3
3927,Male,Single,32,1
3928,Male,Married,48,1
3929,Female,Single,33,4
3930,Male,Single,19,1
3931,Male,Married,41,2
3932,Male,Married,36,1
3933,Female,Single,57,4
3934,Male,Married,43,2
3935,Male,Married,52,3
3936,Male,Married,41,3
3937,Male,Married,37,2
3938,Male,Married,34,1
3939,Male,Single,34,2
3940,Male,Married,45,1
3941,Male,Single,33,4
3942,Male,Married,46,1
3943,Male,Single,33,3
3944,Female,Single,52,3
3945,Female,Single,27,4
3946,Male,Single,28,2
3947,Male,Married,40,2
3948,Male,Married,27,1
3949,Female,Married,27,2
3950,Male,Single,0,1
3951,Male,Married,47,3
3952,Male,Married,47,3
3953,Male,Married,36,3
3954,Male,Divorced,35,3
3955,Female,Married,45,3
3956,Female,Married,33,4
3957,Male,Married,46,2
3958,Male,Married,28,1
3959,Male,Married,29,4
3960,Male,Married,56,2
3961,Female,Single,45,2
3962,Female,Married,55,4
3963,Male,Single,27,3
3964,Male,Single,39,3
3965,Male,Married,27,3
3966,Female,Single,29,3
3967,Male,Married,51,4
3968,Male,Married,52,1
3969,Male,Single,24,4
3970,Male,Married,27,2
3971,Male,Married,38,2
3972,Male,Married,30,3
3973,Male,Single,0,1
3974,Male,Single,29,3
3975,Male,Married,47,3
3976,Male,Single,39,4
3977,Male,Single,28,2
3978,Male,Single,33,1
3979,Male,Married,26,3
3980,Male,Single,35,3
3981,Male,Single,33,1
3982,Male,Single,34,4
3983,Male,Single,0,2
3984,Male,Married,64,4
3985,Male,Married,30,3
3986,Male,Married,37,3
3987,Male,Married,40,1
3988,Male,Married,34,1
3989,Male,Married,41,2
3990,Female,Married,34,2
3991,Female,Married,26,1
3992,Male,Married,76,1
3993,Male,Married,36,1
3994,Male,Married,50,3
3995,Female,Single,22,2
3996,Male,Married,50,4
3997,Male,Married,49,1
3998,Male,Married,28,1
3999,Male,Married,43,4
4000,Male,Married,80,2
4001,Male,Single,33,3
4002,Female,Married,39,2
4003,Male,Single,31,2
4004,Male,Single,27,1
4005,Male,Married,42,1
4006,Male,Married,37,1
4007,Male,Married,30,3
4008,Male,Married,35,2
4009,Male,Married,42,4
4010,Male,Single,35,4
4011,Male,Married,78,3
4012,Male,Married,46,2
4013,Female,Single,31,4
4014,Male,Single,32,2
4015,Male,Single,33,1
4016,Male,Married,36,3
4017,Male,Married,39,4
4018,Male,Married,53,2
4019,Male,Married,32,4
4020,Male,Married,35,3
4021,Male,Married,38,4
4022,Female,Single,39,2
4023,Male,Married,49,4
4024,Female,Single,26,3
4025,Male,Married,39,1
4026,Male,Married,64,3
4027,Female,Married,34,1
4028,Male,Single,0,4
4029,Male,Married,49,3
4030,Male,Married,40,1
4031,Female,Single,58,1
4032,Male,Married,37,3
4033,Male,Married,44,4
4034,Male,Married,26,2
4035,Female,Married,34,2
4036,Male,Single,30,1
4037,Female,Married,30,2
4038,Male,Single,26,3
4039,Male,Married,56,2
4040,Male,Married,36,2
4041,Female,Married,50,3
4042,Male,Single,27,1
4043,Female,Single,29,3
4044,Male,Married,43,3
4045,Male,Married,45,1
4046,Male,Married,27,3
4047,Female,Married,31,4
4048,Female,Married,39,1
4049,Male,Single,22,4
4050,Male,Married,80,4
4051,Male,Married,31,2
4052,Male,Married,41,4
4053,Female,Single,36,2
4054,Male,Married,40,4
4055,Female,Married,37,4
4056,Male,Married,56,3
4057,Male,Married,69,1
4058,Male,Married,45,4
4059,Female,Single,28,1
4060,Female,Single,35,2
4061,Female,Married,41,3
4062,Male,Married,39,4
4063,Male,Married,61,3
4064,Male,Married,32,4
4065,Male,Single,43,2
4066,Male,Married,44,3
4067,Male,Married,63,4
4068,Male,Married,64,4
4069,Male,Married,27,4
4070,Female,Single,31,4
4071,Male,Single,35,4
4072,Male,Married,61,4
4073,Male,Single,25,2
4074,Male,Married,46,1
4075,Male,Single,38,1
4076,Male,Single,33,2
4077,Male,Married,62,2
4078,Male,Married,26,2
4079,Male,Married,53,3
4080,Female,Married,36,4
4081,Male,Married,60,1
4082,Male,Single,28,1
4083,Male,Single,31,1
4084,Female,Single,35,3
4085,Male,Married,50,1
4086,Male,Married,42,4
4087,Male,Married,29,1
4088,Male,Married,35,3
4089,Male,Single,34,4
4090,Male,Married,53,2
4091,Male,Married,37,3
4092,Male,Single,32,3
4093,Male,Single,21,2
4094,Male,Married,51,4
4095,Male,Married,37,4
4096,Male,Married,46,2
4097,Male,Married,33,2
4098,Male,Single,26,1
4099,Male,Married,41,4
4100,Male,Married,65,3
4101,Male,Married,43,4
4102,Male,Married,54,1
4103,Male,Single,39,4
4104,Male,Married,55,2
4105,Male,Married,55,3
4106,Male,Single,26,1
4107,Male,Married,38,1
4108,Male,Married,61,4
4109,Male,Single,22,1
4110,Male,Married,30,3
4111,Male,Single,41,4
4112,Male,Single,22,1
4113,Male,Single,30,1
4114,Male,Married,26,3
4115,Male,Married,31,3
4116,Male,Married,58,3
4117,Male,Married,58,3
4118,Male,Married,32,1
4119,Female,Married,33,4
4120,Male,Married,48,2
4121,Male,Married,60,4
4122,Male,Married,36,2
4123,Male,Single,29,3
4124,Male,Married,26,2
4125,Male,Single,29,2
4126,Male,Single,30,1
4127,Male,Married,41,3
4128,Male,Married,49,2
4129,Male,Married,56,1
4130,Male,Married,60,3
4131,Female,Single,28,1
4132,Male,Married,33,3
4133,Male,Single,28,1
4134,Male,Married,28,1
4135,Male,Married,45,1
4136,Male,Married,31,4
4137,Female,Married,34,3
4138,Male,Married,47,4
4139,Male,Single,38,2
4140,Male,Married,45,4
4141,Male,Married,49,2
4142,Male,Married,39,1
4143,Male,Married,52,2
4144,Male,Married,31,1
4145,Male,Married,53,4
4146,Male,Married,43,3
4147,Male,Married,43,2
4148,Male,Married,47,4
4149,Male,Married,52,4
4150,Male,Married,29,2
4151,Female,Single,30,3
4152,Male,Married,25,3
4153,Male,Single,45,4
4154,Female,Married,39,4
4155,Male,Married,30,4
4156,Male,Married,38,1
4157,Male,Single,42,1
4158,Male,Married,63,4
4159,Male,Married,30,4
4160,Male,Married,27,1
4161,Male,Married,31,2
4162,Male,Married,51,3
4163,Male,Married,38,1
4164,Female,Single,34,1
4165,Male,Married,67,3
4166,Male,Married,56,1
4167,Male,Single,24,4
4168,Male,Married,57,3
4169,Male,Married,37,4
4170,Male,Married,65,3
4171,Female,Married,35,2
4172,Male,Single,28,2
4173,Male,Married,37,2
4174,Female,Married,41,3
4175,Male,Married,27,1
4176,Male,Single,32,4
4177,Male,Married,30,3
4178,Male,Married,42,3
4179,Male,Married,37,2
4180,Male,Married,56,4
4181,Male,Single,28,4
4182,Male,Married,35,4
4183,Male,Married,37,3
4184,Male,Married,29,4
4185,Male,Married,35,3
4186,Male,Married,65,3
4187,Male,Single,21,2
4188,Male,Single,31,4
4189,Male,Single,54,3
4190,Male,Single,33,1
4191,Male,Single,21,1
4192,Male,Married,29,3
4193,Female,Single,29,1
4194,Male,Married,42,4
4195,Male,Married,27,4
4196,Female,Single,32,1
4197,Male,Married,29,3
4198,Male,Married,76,4
4199,Male,Married,59,4
4200,Male,Single,29,4
4201,Female,Single,34,3
4202,Male,Married,42,1
4203,Male,Married,53,1
4204,Female,Married,33,1
4205,Male,Married,41,1
4206,Male,Married,47,4
4207,Male,Married,36,3
4208,Male,Single,66,1
4209,Male,Married,49,4
4210,Male,Single,27,1
4211,Female,Single,37,3
4212,Female,Married,35,3
4213,Female,Married,48,3
4214,Male,Married,34,3
4215,Male,Single,32,2
4216,Female,Married,36,4
4217,Male,Married,47,3
