PolicyNumber,CustomerID,PolicyTypeID,AgentID,VehicleID,Deductible
2018,3349,111,15-E,254,400
2019,1438,111,15-E,248,400
2020,6647,101,5-E,261,400
2021,1618,56,6-E,9,400
2022,9476,101,1-E,236,400
2023,11225,86,2-E,236,400
2024,10173,21,11-E,24,400
2025,5147,81,3-E,258,400
2026,3380,51,13-E,32,400
2027,11376,41,11-E,38,400
2028,10318,61,13-E,156,400
2029,4663,51,14-E,26,400
2030,9492,46,6-E,3,400
2031,5580,81,8-E,229,400
2032,5491,86,6-E,230,400
2033,10581,21,8-E,6,400
2034,10131,56,6-E,2,400
2035,5311,41,9-E,2,400
2036,4888,101,10-E,248,400
2037,1713,81,12-E,260,400
2038,5893,102,15-E,260,400
2039,4021,76,9-E,144,400
2040,3867,41,9-E,6,400
2041,1665,106,10-E,258,500
2042,1487,116,9-E,261,400
2043,3272,91,12-E,258,400
2044,5377,116,6-E,237,400
2045,6290,41,6-E,26,400
2046,3653,46,15-E,33,400
2047,11174,101,7-E,240,700
2048,5776,86,1-E,230,400
2049,5632,116,8-E,236,400
2050,5631,81,6-E,235,400
2051,11575,103,2-E,261,400
2052,9357,116,4-E,249,400
2053,2397,116,14-E,273,400
2054,2855,41,7-E,9,400
2055,120,41,5-E,69,400
2056,1572,91,4-E,260,400
2057,9948,41,8-E,4,400
2058,9451,116,14-E,296,400
2059,2910,47,14-E,2,400
2060,7314,56,15-E,33,400
2061,1,116,5-E,298,400
2062,3147,101,3-E,236,400
2063,7331,51,14-E,20,400
2064,1214,106,1-E,236,400
2065,3502,101,3-E,235,400
2066,6028,101,12-E,237,400
2067,8408,101,13-E,247,400
2068,1056,56,11-E,8,400
2069,11683,116,9-E,236,400
2070,5372,106,8-E,261,400
2071,1070,91,13-E,259,400
2072,11160,41,13-E,38,400
2073,8592,66,1-E,144,400
2074,9502,111,16-E,236,400
2075,233,41,9-E,8,400
2076,9705,101,12-E,248,400
2077,10428,96,14-E,260,400
2078,7290,101,3-E,254,400
2079,9863,81,4-E,264,400
2080,3109,72,3-E,144,400
2081,10218,111,2-E,230,400
2082,5599,41,9-E,33,400
2083,10682,56,8-E,30,400
2084,693,41,2-E,26,400
2085,4966,56,16-E,8,400
2086,7363,81,7-E,235,400
2087,3468,106,12-E,236,400
2088,5532,111,9-E,260,400
2089,7668,56,14-E,22,400
2090,1427,41,6-E,32,400
2091,1425,106,12-E,297,400
2092,9919,58,13-I,32,500
2093,10368,106,15-E,248,400
2094,8974,101,9-E,230,400
2095,741,56,11-E,21,400
2096,3508,116,1-E,237,400
2097,4054,111,7-E,230,400
2098,3081,96,4-E,248,400
2099,5202,41,14-E,9,400
2100,8870,81,3-E,248,400
2101,8440,87,7-E,236,400
2102,2441,56,11-E,9,400
2103,1274,46,9-E,31,400
2104,2525,101,12-E,234,400
2105,8172,46,1-E,20,400
2106,2977,81,13-E,264,400
2107,11384,51,15-E,26,400
2108,5261,41,7-E,33,400
2109,11216,41,13-E,20,400
2110,699,41,7-E,10,400
2111,5329,106,13-E,248,400
2112,2235,81,13-E,259,400
2113,8865,96,11-E,243,400
2114,471,61,15-E,138,400
2115,7738,96,7-E,258,400
2116,10338,61,13-E,156,400
2117,2529,81,4-E,260,400
2118,11783,101,16-E,260,400
2119,8069,116,10-E,248,400
2120,3764,41,12-E,32,400
2121,5627,46,12-E,2,400
2122,1267,42,16-E,38,400
2123,3642,116,11-E,236,400
2124,5427,141,5-E,144,400
2125,6912,51,11-E,39,400
2126,10954,101,9-E,234,400
2127,8958,101,8-E,234,400
2128,10855,116,9-E,236,400
2129,2447,81,8-E,248,400
2130,10191,21,15-E,6,400
2131,11180,101,3-E,236,400
2132,9842,81,9-E,248,400
2133,11466,53,12-E,2,400
2134,3531,31,3-E,6,400
2135,4219,101,6-E,236,400
2136,1942,86,9-E,254,400
2137,8201,81,9-E,240,400
2138,5027,21,11-E,6,400
2139,7913,86,1-E,255,400
2140,2236,101,6-E,229,700
2141,10556,86,3-E,248,400
2142,9151,81,4-E,254,400
2143,2190,57,7-E,9,500
2144,5545,81,13-E,244,400
2145,6151,76,7-E,144,400
2146,3851,101,16-E,230,400
2147,5381,101,4-E,236,400
2148,9516,101,11-E,248,400
2149,8035,86,4-E,259,400
2150,8613,106,10-E,261,400
2151,1851,106,2-E,237,400
2152,4684,81,10-E,254,400
2153,877,56,8-E,69,400
2154,7217,56,15-E,8,400
2155,10809,81,16-E,260,400
2156,2250,106,7-E,236,400
2157,7693,81,1-E,234,400
2158,4090,101,8-E,260,400
2159,4361,101,8-E,236,400
2160,5175,21,4-E,6,400
2161,4677,101,11-E,236,400
2162,4711,101,15-E,234,400
2163,10268,101,1-E,236,400
2164,846,102,16-E,254,400
2165,3609,101,16-E,246,400
2166,11110,91,12-E,230,400
2167,9787,81,8-E,255,400
2168,2817,91,3-E,235,400
2169,11978,81,1-E,243,400
2170,3857,116,5-E,231,400
2171,2296,101,16-E,260,700
2172,1107,56,14-E,28,400
2173,2246,106,14-E,260,400
2174,1226,98,7-E,236,400
2175,3510,106,10-E,236,400
2176,1569,86,8-E,236,400
2177,6308,41,1-E,15,400
2178,6433,116,1-E,258,400
2179,5804,106,10-E,236,400
2180,10314,111,4-E,260,400
2181,7418,96,15-E,235,400
2182,1021,81,15-E,298,400
2183,5105,46,10-E,27,400
2184,2595,41,15-E,31,400
2185,648,82,6-E,235,400
2186,11987,101,11-E,259,400
2187,4687,71,8-E,150,400
2188,10074,21,3-E,24,400
2189,2746,111,14-E,248,400
2190,7713,41,3-E,33,400
2191,10177,81,2-E,241,400
2192,4802,46,5-E,21,400
2193,9706,51,9-E,6,400
2194,2678,116,15-E,248,500
2195,8360,81,7-E,230,400
2196,4247,91,10-E,236,400
2197,6377,96,2-E,261,400
2198,11674,156,11-I,144,400
2199,1473,91,15-E,230,400
2200,10061,41,1-E,6,400
2201,4194,86,10-E,235,400
2202,2263,49,11-E,21,700
2203,4516,91,16-E,240,400
2204,1081,101,16-E,254,400
2205,7926,101,16-E,236,400
2206,10813,112,13-E,230,400
2207,8756,101,4-E,261,400
2208,2934,101,5-E,254,400
2209,8024,81,16-E,236,400
2210,1238,116,4-E,248,400
2211,5575,101,16-E,231,400
2212,7769,81,2-E,259,400
2213,5581,51,8-E,26,400
2214,3769,41,12-E,33,400
2215,4148,98,2-E,260,400
2216,2243,51,16-E,33,400
2217,2417,111,11-E,260,400
2218,5102,116,5-E,243,400
2219,10701,111,16-E,267,400
2220,801,56,3-E,8,400
2221,6995,101,5-E,260,400
2222,10466,111,9-E,231,400
2223,9338,96,3-E,236,400
2224,3176,86,7-E,259,400
2225,2965,81,6-E,230,400
2226,11634,101,11-E,236,400
2227,2825,117,2-E,261,400
2228,36,101,8-E,261,400
2229,5712,101,7-E,267,400
2230,1886,86,13-E,235,400
2231,813,116,16-E,236,400
2232,6927,101,5-E,230,400
2233,7040,111,12-E,258,700
2234,3878,91,1-E,260,400
2235,10666,51,2-E,20,400
2236,4087,91,11-E,267,400
2237,11386,101,13-E,230,400
2238,4373,41,15-E,9,400
2239,7008,91,13-E,248,400
2240,8748,106,14-E,231,400
2241,6965,81,1-E,240,400
2242,4614,41,2-E,6,400
2243,7323,41,6-E,6,400
2244,10243,61,11-E,132,400
2245,11146,56,12-E,9,500
2246,10815,101,10-E,248,400
2247,9562,81,6-E,235,400
2248,1368,22,6-E,6,400
2249,9385,101,6-E,266,400
2250,2199,111,6-E,236,400
2251,7820,106,16-E,236,400
2252,5550,31,7-E,6,400
2253,9885,81,14-E,236,400
2254,8812,81,8-E,234,400
2255,10508,81,8-E,259,400
2256,9523,108,14-E,236,400
2257,6118,91,5-E,260,400
2258,6826,101,7-E,236,400
2259,146,116,16-E,248,400
2260,5917,41,9-E,2,400
2261,729,56,13-E,36,400
2262,6437,101,2-E,230,400
2263,7239,31,12-E,6,400
2264,971,116,10-E,248,700
2265,7475,96,16-E,260,400
2266,4303,126,5-E,132,400
2267,6048,51,3-E,2,400
2268,1157,51,11-E,32,400
2269,3159,117,9-E,261,400
2270,4902,41,12-E,9,400
2271,10745,101,15-E,259,400
2272,3994,81,1-E,235,400
2273,3549,51,7-E,36,400
2274,7464,41,12-E,21,400
2275,11767,106,5-E,303,400
2276,11806,41,15-E,2,400
2277,8589,56,13-E,8,400
2278,10403,86,12-E,300,400
2279,3323,56,5-E,9,400
2280,4610,56,4-E,8,400
2281,2452,101,7-E,249,400
2282,9752,51,8-E,27,400
2283,4894,41,4-E,8,400
2284,1211,116,1-E,261,400
2285,9007,116,13-E,230,400
2286,5213,41,10-E,8,400
2287,3990,91,5-E,236,400
2288,678,91,8-E,237,400
2289,8604,106,1-E,252,400
2290,482,117,1-E,231,400
2291,2778,61,14-E,156,400
2292,7761,21,2-E,6,400
2293,11213,111,10-E,255,400
2294,4134,81,14-E,235,400
2295,10283,136,16-E,180,700
2296,1758,106,5-E,303,500
2297,11598,93,2-E,236,400
2298,10715,101,1-E,248,400
2299,1425,81,16-E,303,400
2300,946,21,4-E,6,400
2301,9234,41,9-E,21,400
2302,3245,41,1-E,33,400
2303,5530,41,4-E,28,400
2304,7380,41,8-I,12,400
2305,5067,101,16-E,230,400
2306,3766,41,10-E,33,400
2307,5617,61,6-E,144,400
2308,51,41,15-E,33,400
2309,7226,101,10-E,237,400
2310,8032,41,9-E,20,400
2311,10029,112,11-E,254,400
2312,10354,21,12-E,6,400
2313,1052,56,3-E,33,400
2314,11235,21,1-E,6,400
2315,7042,81,7-E,254,400
2316,7355,101,11-E,261,400
2317,7451,101,16-E,248,400
2318,5815,81,1-E,260,400
2319,2829,101,13-E,254,400
2320,1172,81,1-E,234,400
2321,8716,111,12-E,248,400
2322,8363,81,13-E,234,400
2323,11814,46,2-E,36,400
2324,7175,101,9-E,254,400
2325,3692,46,11-E,33,400
2326,6880,116,1-E,264,400
2327,10954,101,16-E,255,400
2328,8887,116,8-E,248,400
2329,11999,56,4-E,28,400
2330,651,46,6-E,2,400
2331,8508,81,5-E,236,400
2332,2093,97,2-E,230,400
2333,5138,41,6-E,3,400
2334,150,111,12-E,259,400
2335,746,41,9-E,8,400
2336,249,91,6-E,236,400
2337,11198,91,11-E,236,400
2338,6524,103,5-E,255,400
2339,6955,116,16-E,254,400
2340,10648,101,1-E,248,400
2341,2024,106,16-E,230,400
2342,483,51,15-E,32,400
2343,3735,116,6-E,282,400
2344,3316,91,1-E,236,400
2345,11441,61,6-E,156,400
2346,10496,46,16-E,8,400
2347,11445,111,2-E,248,500
2348,10128,101,14-E,267,400
2349,11308,21,8-E,24,400
2350,10286,56,9-E,69,400
2351,6486,41,4-E,31,400
2352,10067,116,14-E,235,400
2353,5378,87,16-E,298,400
2354,5285,86,3-E,255,400
2355,8887,111,1-E,248,400
2356,9529,41,15-E,6,400
2357,3784,56,16-E,2,400
2358,6121,91,4-E,285,400
2359,5704,41,2-E,33,400
2360,5999,81,16-E,234,400
2361,4510,116,3-E,230,400
2362,4864,106,6-E,261,400
2363,856,41,13-E,9,400
2364,1627,41,14-E,6,400
2365,7618,101,13-E,248,400
2366,502,21,8-E,6,400
2367,10151,41,1-E,9,400
2368,1512,106,12-E,260,400
2369,6472,106,2-E,249,400
2370,3924,56,8-E,26,400
2371,106,21,7-E,6,400
2372,5997,111,5-E,248,400
2373,4873,51,2-E,32,400
2374,7146,117,15-E,260,400
2375,4648,91,15-E,229,400
2376,8131,96,16-E,236,400
2377,8651,51,13-E,32,400
2378,5026,56,2-E,33,400
2379,8238,113,3-E,254,400
2380,414,111,3-E,236,400
2381,5929,171,10-E,32,400
2382,10057,41,3-E,21,400
2383,10376,46,4-E,33,400
2384,9249,101,13-E,248,400
2385,5328,101,7-E,230,400
2386,2861,81,14-E,230,400
2387,238,86,12-E,252,400
2388,11029,91,16-E,242,700
2389,10730,96,2-E,235,400
2390,959,81,1-E,236,400
2391,8821,116,4-E,273,400
2392,9314,51,6-E,32,400
2393,10194,81,16-E,230,400
2394,2547,46,11-E,6,400
2395,2129,47,8-E,2,400
2396,5343,46,12-E,19,400
2397,3309,106,1-E,259,400
2398,7824,56,16-E,12,500
2399,10215,51,4-E,20,400
2400,11732,56,8-E,21,400
2401,1795,41,13-E,8,400
2402,2860,116,10-E,260,400
2403,2566,81,10-E,236,400
2404,1759,96,9-E,260,400
2405,2551,101,1-E,237,400
2406,3733,46,6-E,26,400
2407,10425,56,8-E,21,400
2408,10180,101,6-E,236,400
2409,5729,116,4-E,236,400
2410,10947,41,3-E,2,400
2411,10202,116,3-E,264,400
2412,2677,41,10-E,9,400
2413,7011,91,9-E,230,400
2414,8285,41,16-E,39,400
2415,2023,56,11-E,33,400
2416,10951,107,5-E,260,400
2417,10192,81,2-E,235,400
2418,9613,101,12-E,310,400
2419,450,86,15-E,236,400
2420,4566,93,7-E,260,400
2421,1537,41,10-E,9,400
2422,8191,106,1-E,260,400
2423,4101,81,3-E,260,400
2424,6300,86,15-E,260,400
2425,4749,81,13-E,229,400
2426,11892,101,8-E,230,400
2427,7169,56,12-I,15,400
2428,8117,106,4-E,248,400
2429,4084,81,9-E,230,400
2430,5684,41,15-E,45,400
2431,4946,101,12-E,236,400
2432,10397,51,12-E,32,400
2433,9310,81,10-E,237,400
2434,4817,46,15-E,30,400
2435,8606,81,14-E,230,400
2436,7167,106,14-E,240,400
2437,6768,87,5-E,236,400
2438,11405,56,7-E,21,400
2439,6176,41,2-E,27,400
2440,9729,56,8-E,30,400
2441,5055,56,5-E,30,400
2442,2032,51,4-E,3,400
2443,2139,81,10-E,236,400
2444,9521,101,7-E,261,400
2445,727,101,6-E,249,400
2446,5661,101,12-I,237,400
2447,11633,111,12-E,231,400
2448,4941,101,3-E,260,400
2449,420,51,3-E,8,500
2450,2456,56,7-E,21,400
2451,5098,41,7-I,2,400
2452,7467,101,4-E,266,400
2453,4732,46,2-E,30,400
2454,2926,41,14-E,29,400
2455,5097,51,10-E,32,400
2456,8557,51,2-I,20,400
2457,5456,91,10-E,240,400
2458,10330,42,15-E,12,400
2459,8292,101,10-E,230,400
2460,2772,46,14-E,20,400
2461,9374,98,3-E,240,400
2462,1000,111,4-E,235,400
2463,9770,96,16-E,236,400
2464,11713,101,15-E,254,400
2465,10832,51,8-E,15,400
2466,4557,106,6-E,249,400
2467,4296,46,10-E,12,400
2468,10876,46,15-E,32,400
2469,6435,81,15-E,237,400
2470,10537,86,1-E,235,400
2471,522,56,6-E,3,400
2472,2527,46,1-E,20,400
2473,2064,41,8-E,6,400
2474,7174,96,7-E,260,400
2475,7950,41,13-E,21,400
2476,256,41,1-E,32,400
2477,8138,41,9-E,32,400
2478,3060,51,10-E,21,400
2479,6587,82,2-E,255,400
2480,5821,111,13-E,260,400
2481,2299,51,1-E,26,400
2482,4394,81,4-E,259,400
2483,2023,46,13-E,32,400
2484,1337,81,2-E,236,400
2485,3912,81,6-E,260,400
2486,8818,86,3-E,252,400
2487,2836,81,15-E,260,400
2488,859,21,6-E,6,400
2489,6759,111,7-E,236,400
2490,11358,56,15-E,2,400
2491,7324,101,3-E,258,400
2492,10983,56,6-E,32,400
2493,6148,96,16-E,236,400
2494,1972,101,3-E,260,400
2495,8973,41,10-E,32,400
2496,2311,101,9-E,230,400
2497,10875,41,9-E,75,400
2498,2402,111,5-E,249,400
2499,11323,106,16-E,260,400
2500,4219,47,8-E,27,500
2501,8970,81,2-E,261,400
2502,11378,118,9-I,260,400
2503,4378,86,10-E,240,400
2504,7025,101,7-E,234,400
2505,189,106,3-E,230,400
2506,4693,116,9-E,248,400
2507,1331,56,15-E,32,400
2508,958,101,6-I,236,400
2509,10266,56,5-E,32,400
2510,8630,96,3-E,236,400
2511,11957,91,14-E,230,400
2512,10769,61,5-E,148,700
2513,5882,111,7-E,260,400
2514,3761,101,4-E,260,400
2515,4849,101,12-E,260,400
2516,8228,56,15-E,6,400
2517,7588,51,6-E,8,400
2518,11628,56,9-E,33,400
2519,495,56,14-E,21,400
2520,8975,81,7-E,267,400
2521,10747,107,9-E,261,400
2522,9608,101,8-E,230,400
2523,1254,96,11-E,235,400
2524,10704,56,16-E,20,400
2525,1809,41,9-E,8,400
2526,3775,41,8-E,6,400
2527,7523,101,15-E,258,400
2528,6316,91,14-E,235,400
2529,11781,116,2-E,230,400
2530,3262,51,11-E,9,400
2531,4279,41,10-E,31,400
2532,7433,86,2-E,236,400
2533,7557,41,10-E,8,400
2534,911,41,10-E,2,400
2535,7667,106,6-E,236,400
2536,6707,91,8-E,230,400
2537,3856,106,6-E,248,400
2538,989,116,11-E,258,400
2539,10111,101,5-E,260,400
2540,7065,41,1-E,3,400
2541,8207,116,14-E,267,400
2542,3744,112,16-E,230,400
2543,2844,48,11-E,32,700
2544,2754,106,4-E,230,400
2545,6285,76,2-E,144,400
2546,8774,91,7-E,310,400
2547,10535,56,6-E,7,400
2548,2604,86,2-E,259,400
2549,10050,56,16-E,2,400
2550,4361,56,14-E,20,400
2551,6119,101,4-E,230,500
2552,9457,51,16-E,20,400
2553,8741,81,16-E,264,400
2554,3028,111,1-E,254,400
2555,5304,111,7-E,230,400
2556,368,101,10-E,248,400
2557,8823,81,13-E,248,400
2558,169,111,6-E,254,400
2559,11216,106,15-E,230,400
2560,797,101,7-E,236,400
2561,3826,116,11-E,231,400
2562,9742,51,5-E,32,400
2563,10874,82,15-E,247,400
2564,5264,81,13-E,230,400
2565,6180,41,9-E,54,400
2566,9559,101,14-E,260,400
2567,10852,61,12-E,165,400
2568,1446,46,1-E,20,400
2569,696,41,6-E,2,400
2570,7905,111,2-E,236,400
2571,2022,56,4-E,21,400
2572,8155,106,3-E,282,400
2573,8998,116,15-E,259,400
2574,5618,96,8-E,254,400
2575,11479,176,5-E,32,400
2576,9949,101,1-E,254,400
2577,11569,56,11-E,3,400
2578,11786,81,1-E,236,400
2579,3183,41,11-E,20,400
2580,11492,116,5-E,254,400
2581,11813,101,2-E,230,400
2582,10936,101,1-E,259,400
2583,731,96,5-E,236,400
2584,1050,43,3-E,32,400
2585,2430,86,13-E,236,400
2586,4770,116,7-E,242,400
2587,6270,46,14-E,20,400
2588,1859,41,7-E,20,400
2589,5503,101,2-E,236,400
2590,11080,81,16-E,259,400
2591,7332,81,8-E,236,400
2592,8358,116,9-E,259,400
2593,1515,106,16-E,229,400
2594,11961,81,3-E,259,400
2595,9647,81,13-E,236,400
2596,1675,116,13-E,260,400
2597,9332,21,8-E,6,400
2598,1071,101,5-E,236,400
2599,2400,41,10-E,32,400
2600,1588,101,14-E,303,400
2601,10849,96,8-E,297,400
2602,9400,41,1-E,32,500
2603,5395,56,3-E,32,400
2604,10824,51,5-E,20,400
2605,7367,102,8-E,236,700
2606,11491,46,1-E,32,400
2607,2271,61,2-E,138,400
2608,11441,41,12-I,27,400
2609,777,56,9-E,9,400
2610,9328,51,5-E,8,400
2611,5454,101,3-E,254,400
2612,11485,41,4-E,20,400
2613,2898,116,8-E,254,400
2614,11064,56,8-E,6,400
2615,8620,41,6-E,72,400
2616,11213,51,2-I,20,400
2617,281,46,12-E,8,400
2618,9632,86,14-E,236,400
2619,8762,41,2-E,2,400
2620,6730,31,15-E,6,400
2621,7405,21,5-E,6,400
2622,7007,41,5-E,2,400
2623,1022,81,5-E,320,400
2624,2088,101,2-E,248,400
2625,1048,43,16-E,32,400
2626,9549,117,3-E,267,400
2627,5024,56,13-E,9,400
2628,3177,81,12-E,237,400
2629,5220,86,11-E,260,400
2630,1698,41,7-E,32,400
2631,442,41,5-E,3,400
2632,1544,81,11-E,260,400
2633,751,101,16-E,260,400
2634,4160,101,16-E,231,400
2635,9219,81,15-E,236,400
2636,8270,116,8-E,236,700
2637,4637,96,6-E,236,400
2638,11461,101,12-E,230,400
2639,2846,96,12-E,260,400
2640,11243,101,9-E,237,400
2641,4239,56,3-E,32,400
2642,6931,81,2-E,234,400
2643,5546,56,3-E,33,400
2644,8785,81,12-E,261,400
2645,10219,101,9-E,249,400
2646,8991,86,4-E,260,400
2647,665,102,2-E,260,400
2648,9711,101,15-E,249,400
2649,659,101,3-E,248,400
2650,3834,41,8-E,9,400
2651,1150,116,2-E,259,400
2652,5766,51,11-E,33,400
2653,5885,51,11-E,12,500
2654,2724,41,5-E,2,400
2655,2521,41,8-E,38,400
2656,3798,81,14-E,259,400
2657,8019,41,11-E,3,400
2658,4620,56,2-E,8,400
2659,2676,81,13-E,296,400
2660,3484,111,5-E,230,400
2661,6156,91,7-E,259,400
2662,1419,101,10-E,240,400
2663,110,81,6-E,260,400
2664,535,41,12-E,12,400
2665,1477,111,16-E,261,400
2666,43,83,14-E,230,400
2667,4836,106,3-E,248,400
2668,3801,117,1-E,264,400
2669,4619,111,15-E,260,400
2670,10594,86,12-E,234,400
2671,10946,81,15-E,236,400
2672,7780,41,7-E,8,400
2673,1681,116,1-E,260,400
2674,2615,101,9-E,248,400
2675,6217,56,5-E,8,400
2676,4819,41,16-E,32,400
2677,4337,81,9-E,260,400
2678,2639,81,4-E,242,400
2679,8777,81,8-E,261,400
2680,11471,116,14-E,260,400
2681,3233,101,9-E,303,400
2682,11202,96,15-E,235,400
2683,6862,96,3-E,248,400
2684,11778,81,13-E,260,400
2685,9151,36,6-E,24,400
2686,7026,81,3-E,260,400
2687,691,106,9-E,261,400
2688,2945,81,11-E,259,400
2689,9628,42,7-E,9,400
2690,6591,116,14-E,230,400
2691,933,96,12-E,230,400
2692,1296,101,6-E,236,400
2693,5311,61,16-E,156,400
2694,2,41,7-E,33,400
2695,5016,56,8-E,32,400
2696,8697,41,10-E,6,400
2697,7430,46,1-E,32,400
2698,4233,46,8-E,8,700
2699,1449,21,11-E,24,400
2700,414,86,6-E,236,400
2701,9456,56,13-I,27,400
2702,10094,116,10-E,229,400
2703,7404,81,2-E,236,400
2704,10423,56,16-E,8,400
2705,5960,116,7-E,300,400
2706,2369,21,15-E,6,400
2707,7872,53,8-E,26,400
2708,450,101,10-E,260,400
2709,9781,111,4-E,260,400
2710,8807,82,2-E,231,400
2711,3194,86,12-E,254,400
2712,313,101,8-E,260,400
2713,4871,116,3-E,247,400
2714,8781,56,2-E,26,400
2715,11115,101,1-E,300,400
2716,4955,56,3-E,8,400
2717,2249,116,6-E,261,400
2718,5143,111,4-E,237,400
2719,6340,41,4-E,6,400
2720,9517,41,13-E,9,400
2721,9747,106,2-E,248,400
2722,2186,101,15-E,273,400
2723,9620,116,6-E,248,400
2724,3794,46,7-E,78,400
2725,8955,56,11-I,18,400
2726,4859,86,2-E,234,400
2727,5786,106,9-E,261,400
2728,2242,96,2-E,230,400
2729,1299,21,3-E,6,700
2730,4363,76,8-E,165,400
2731,1336,102,6-E,234,400
2732,5122,81,9-E,264,400
2733,8044,41,1-E,3,400
2734,3354,101,4-E,249,400
2735,7268,156,11-E,138,400
2736,845,101,5-E,237,400
2737,5805,91,16-E,260,400
2738,9050,116,11-E,248,400
2739,4293,101,4-E,243,400
2740,10625,41,13-E,39,400
2741,9126,41,15-E,32,400
2742,10741,101,11-E,237,400
2743,5050,51,3-E,8,400
2744,8786,116,6-E,260,400
2745,6620,116,12-E,248,400
2746,6748,111,8-E,236,400
2747,321,106,6-E,230,400
2748,8934,103,4-E,236,400
2749,6070,41,5-I,20,400
2750,9678,96,7-E,235,400
2751,11336,51,3-E,2,400
2752,11588,102,15-E,236,400
2753,5973,86,2-E,236,400
2754,7616,56,15-E,6,400
2755,1573,51,13-E,32,500
2756,8156,81,16-E,236,400
2757,8273,96,12-E,254,400
2758,11791,81,14-E,236,400
2759,9875,91,12-E,240,400
2760,9900,111,16-E,260,400
2761,3729,56,9-E,21,400
2762,11069,56,16-E,2,400
2763,2017,21,9-E,24,400
2764,3850,81,2-E,259,400
2765,9070,101,9-E,230,400
2766,11858,116,11-E,243,400
2767,10159,106,3-E,235,400
2768,8800,106,11-E,231,400
2769,10562,106,10-E,248,400
2770,4246,81,1-E,230,400
2771,5485,21,8-E,24,400
2772,6903,81,12-E,248,400
2773,11006,52,6-E,6,400
2774,7118,46,14-E,32,400
2775,7772,81,7-E,236,400
2776,3821,86,13-E,236,400
2777,8738,41,14-E,21,400
2778,5206,56,2-E,7,400
2779,5870,106,12-E,260,400
2780,4011,106,9-E,255,400
2781,4759,46,13-E,31,400
2782,6312,56,11-E,32,400
2783,10378,41,8-E,2,400
2784,10731,101,1-E,256,400
2785,10804,81,7-E,298,400
2786,3881,116,11-E,236,400
2787,9628,46,3-E,8,400
2788,5538,111,3-E,260,400
2789,9961,83,1-E,308,400
2790,7296,86,4-E,236,400
2791,5837,21,16-E,6,400
2792,9103,101,6-E,260,400
2793,10469,101,6-E,261,400
2794,5048,77,12-E,132,400
2795,4154,41,11-E,32,400
2796,2364,81,6-E,254,400
2797,9158,106,14-E,230,400
2798,11816,41,5-I,10,400
2799,1894,41,6-E,2,400
2800,9905,81,2-E,260,400
2801,1335,51,8-E,32,400
2802,3659,26,8-E,24,400
2803,10807,106,10-E,254,400
2804,11128,41,14-E,2,400
2805,6481,51,15-E,33,400
2806,10712,96,15-E,242,500
2807,8105,41,16-E,26,400
2808,11370,56,2-E,32,400
2809,11364,101,10-E,267,400
2810,4291,116,5-E,267,400
2811,9432,101,5-E,254,400
2812,6145,86,11-E,229,400
2813,6143,46,2-E,8,400
2814,6549,101,12-E,254,400
2815,7184,42,11-E,20,400
2816,1873,21,16-E,6,400
2817,2642,41,11-E,42,400
2818,7567,91,11-E,258,400
2819,11836,41,5-E,32,400
2820,6165,41,10-E,33,400
2821,1601,101,12-E,258,400
2822,10380,81,11-E,260,700
2823,3614,51,12-E,12,400
2824,8564,41,7-E,8,400
2825,651,101,4-E,260,400
2826,2924,81,11-E,260,400
2827,2773,51,16-E,75,400
2828,8811,41,6-E,67,400
2829,3946,41,14-E,26,400
2830,10223,43,6-E,30,400
2831,4784,56,16-E,33,400
2832,10419,116,5-E,236,400
2833,9127,101,8-E,267,400
2834,5548,56,12-E,2,400
2835,8295,101,7-E,230,400
2836,6555,117,2-E,248,400
2837,7364,41,9-E,70,400
2838,8672,56,5-E,75,400
2839,3241,81,6-E,236,400
2840,6027,56,16-E,33,400
2841,9200,89,4-E,236,400
2842,6540,51,5-E,27,400
2843,7480,101,9-E,260,400
2844,6226,41,12-E,28,400
2845,5439,41,12-E,8,400
2846,4764,116,10-E,258,400
2847,4994,101,7-E,248,400
2848,595,116,6-E,236,400
2849,5459,41,15-E,70,400
2850,2820,86,3-E,260,400
2851,2408,81,2-E,270,400
2852,11779,21,8-E,6,400
2853,5194,56,4-E,18,700
2854,9491,96,8-E,236,400
2855,11032,56,15-E,20,400
2856,7835,51,16-E,8,400
2857,11756,82,12-E,260,500
2858,6179,81,8-E,260,400
2859,5966,116,4-E,264,400
2860,8877,41,3-E,9,400
2861,1785,96,4-E,258,400
2862,4875,81,13-E,259,400
2863,7931,116,13-E,260,400
2864,5318,101,8-E,261,400
2865,3190,101,10-E,260,400
2866,9541,101,10-E,230,400
2867,4647,86,2-E,236,400
2868,10568,96,8-E,260,400
2869,3791,116,10-E,261,400
2870,5686,116,1-E,230,400
2871,80,83,5-E,260,400
2872,1220,91,16-E,260,400
2873,1061,56,2-I,32,400
2874,288,161,14-E,6,400
2875,3444,91,5-E,247,400
2876,5010,111,1-E,229,400
2877,4641,116,4-E,245,400
2878,4839,82,14-E,230,400
2879,1971,81,9-E,260,400
2880,7143,81,3-E,236,400
2881,3677,81,15-E,291,400
2882,11716,111,11-E,255,400
2883,11484,41,5-E,18,400
2884,8856,101,9-E,236,400
2885,11710,61,16-E,148,400
2886,5813,81,1-E,260,400
2887,8788,41,14-E,8,400
2888,2431,111,4-E,249,400
2889,1914,56,9-E,21,400
2890,3635,81,7-E,261,400
2891,3903,46,12-E,2,400
2892,3763,46,7-E,8,400
2893,11835,41,9-E,26,400
